system,report_date,section,kpi_text,status_name,status_symbol,source_file,primary_kpi
P1C,2025-12-30,,Maintenance and Update Strategy for SAP Fiori Front-End Server,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,Security Risk Due to Outdated Support Packages,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,Database - Maintenance Phases,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,Operating System(s) - Maintenance Phases,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,SAP Kernel Release,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,HANA Database Version for P1H,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP System Operating P1C,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP System Operating A1C
P1C,2025-12-30,,Availability based on Collector Protocols,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Program Errors (ABAP Dumps),YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Update Errors,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Table Reorganization,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Critical Number Ranges,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Workload Distribution P1C,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Workload by Application Module,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,DB Load Profile,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP HANA Database P1H,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Database Configuration,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Resource Consumption,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Workload and Performance,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Size and Growth,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Administration,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Hardware Capacity,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,SAP NetWeaver Gateway,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP Netwear gateway
P1C,2025-12-30,,MetaData Cache Activation,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Logging Configuration,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Gateway Error Logs*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP Netwear gateway
P1C,2025-12-30,,Important Periodic Jobs,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Service Data Quality and Service Readiness
P1C,2025-12-30,,Sending EarlyWatch Alert of P1C to SAP Backbone,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Configuring P1C for SAP Note Assistant,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Service Preparation of P1C,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Security,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,System Recommendations (HANA)*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Maintenance Status of current SAP HANA Database Revision*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Password Policy*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Audit Trail*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA SQL Trace Level*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Network Settings for Internal Services*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Network Settings for System Replication Communication (listeninterface)*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Activation Status and Validity of User SYSTEM*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,System Recommendations (ABAP)*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Age of Support Packages,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Default Passwords of Standard Users*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Control of the Automatic Login User SAP**,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Protection of Passwords in Database Connections*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,ABAP Password Policy,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,RFC Gateway Security*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,Message Server Security*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which allow to do anything",RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which should not be used in production*",GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which should only see very limited use in production*",GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,Fiori Checks for P1C,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,SAP Fiori Cache Buster Activation,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,HTTP/2 Support,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP Fiori Launchpad Performance - Home Page Mode,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,SAP Fiori Launchpad - Spaces and Pages adoption,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,Activated but unused ICF services in UI5 apps,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,Active Users (>400 steps),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Fiori Users,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,Avg. Availability per Week,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Avg. Response Time in Dialog Task,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Performance Overview A1C
P1C,2025-12-30,,Max. Dialog Steps per Hour,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Avg. Response Time at Peak Dialog Hour,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Performance Overview A1C
P1C,2025-12-30,,Avg. Response Time in RFC Task,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Performance Overview A1C
P1C,2025-12-30,,Max. Number of RFCs per Hour,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Avg. RFC Response Time at Peak Hour,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Performance Overview A1C
P1C,2025-12-30,,Max. CPU Utilization on DB Server,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,Max. CPU Utilization on Appl. Server,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,Avg. DB Request Time in Dialog Task,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Avg. DB Request Time for RFC,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Avg. DB Request Time in Update Task,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Database Space Management,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,DB Growth Last Month,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Configuration hints for optional service data are provided.The SAP S/4HANA system P1C is not fully prepared for delivery of futureremote services.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Sending EarlyWatch Alert of P1C to SAP Backbone,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Configuring P1C for SAP Note Assistant,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Service Preparation of P1C,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,System P1C is prepared forSAP Support Backbone updatesending EWA data on HTTPS through Solution Manager 7.2 SMP,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Solution Manager 7.2 SMP,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP-SUPPORT_PORTAL HTTPS -> SAP,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,A digitally signed SAP Note was downloaded using HTTPS last time on  12.04.2025,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Service Preparation Check (RTCCTOOL),YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Service Data Control Center of P1C,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Hardware Utilization Data,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Addon ST-A/PI 01X_731,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,ST-PI 740 Support Package 32,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Proc. after addon impl.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Switch on digital content verification,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Allow Online data collectors,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Addon ST-PI 740,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Collectors and TCOLL,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,EWAlert setup,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP note 3482369 for DVM,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP S/4HANA 2023,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Mainstream / Extended maintenance offered by SAP is available for the next 18 months or longer.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,Mainstream / Extended maintenance offered by SAP will end in 6 to 18 months.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,SAP Fiori FES 2023 for S/4HANA,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,1.120.27,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,Age of Support Packages,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,SAP HANA Database 2.0,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SUSE Linux Enterprise Server 15 (x86_64),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,2.00.078.000,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,3  Instances,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1caas10z2_P1C_10,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1cpas06z2_P1C_06,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1caas09z3_P1C_09,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,We have checked your system for potential CPU or memory bottlenecks and                                                           found that the hardware of your servers is sufficient for the current workload.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Hardware Capacity
P1C,2025-12-30,,heip1caas10z2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1cpas06z2,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,heip1caas09z3,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The number of work processes creating database load in parallel is not significantly high.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,The performance of your system was analyzed with respect to the average                                                           response times and total workload. We did not detect any major problems that could affect the performance of your system.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Performance Overview A1C
P1C,2025-12-30,,27.152,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,289.291,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,131.016,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,2.172.763,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,The daily operation of your system was analyzed. We detected some problems that may impair system operation and stability.,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Availability based on Collector Protocols,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Program Errors (ABAP Dumps),YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Update Errors,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Table Reorganization,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Critical Number Ranges,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Critical security issues were found in your system.See the information in the following sections.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,System Recommendations (HANA),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Maintenance Status of current SAP HANA Database Revision,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Upgrade Planning
P1C,2025-12-30,,SAP HANA System Privilege DATA ADMIN,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Password Policy,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Audit Trail,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA SQL Trace Level,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Network Settings for Internal Services,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Network Settings for System Replication Communication (listeninterface),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,Activation Status and Validity of User SYSTEM,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,System Recommendations (ABAP),GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Age of Support Packages,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Default Passwords of Standard Users,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Control of the Automatic Login User SAP*,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Protection of Passwords in Database Connections,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,ABAP Password Policy,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,RFC Gateway Security,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,Message Server Security,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which allow to do anything",RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which should not be used in production",GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,"Critical authorizations, which should only see very limited use in production",GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Security
P1C,2025-12-30,,17.01.2024,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,05.12.2023,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,26.01.2024,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,05.12.2023,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,000,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,2.242,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,No critical software change management issues were found in your system.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2025-12-30,,Number of Changes,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Emergency Changes,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Failed Changes,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of transport requests; created or released in production.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2025-12-30,,The duration between the export from the development system and the import into the production system was shorter than one day.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,
P1C,2025-12-30,,Number of transport requests with import errors that were not resolved within one hour.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2025-12-30,,If an old object version overwrites a newer one we count this as a transport sequence error. We count both the overtaker transport and the bypassed transport. Each transport is only counted once.,GREEN,🟢,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2025-12-30,,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Financial Data Quality
P1C,2025-12-30,,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,UI Technologies checks
P1C,2025-12-30,,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,Software Change and Transport Management of A1C
P1C,2025-12-30,,We have checked your SAP HANA environment and found some issues that                                                              might                                                                                                                              have a negative impact on your overall system stability. Review the report carefully and implement our recommendations.,RED,🔴,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
P1C,2025-12-30,,SAP HANA Stability and Alerts,YELLOW,🟡,EWA_P1C~ABAP_20251230_Very Critical (Red).htm,SAP HANA Database A1H
